header	source	host	accession	country	strain	global_lineage	us_lineage	Vaccine_global_lineage	Vaccine_us_lineage	isalphadel
bg|KX394198|A/swine/Illinois/A01377962/2016|USA|2016-05-27	bg	swine	KX394198	USA	A/swine/Illinois/A01377962/2016	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KU666894|A/swine/North_Carolina/A01729625/2016|USA|2016-01-13	bg	swine	KU666894	USA	A/swine/North_Carolina/A01729625/2016	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KC355809|A/swine/Ohio/A01279503/2012|USA|2012-11-30	bg	swine	KC355809	USA	A/swine/Ohio/A01279503/2012	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MH898681|A/swine/North_Carolina/A01785604/2018|USA|2018-08-23	bg	swine	MH898681	USA	A/swine/North_Carolina/A01785604/2018	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KX197514|A/swine/Pennsylvania/A01895526/2016|USA|2016-04-14	bg	swine	KX197514	USA	A/swine/Pennsylvania/A01895526/2016	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KX960204|A/swine/North_Carolina/A01781478/2016|USA|2016-09-16	bg	swine	KX960204	USA	A/swine/North_Carolina/A01781478/2016	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MF000467|A/swine/North_Carolina/A02214336/2017|USA|2017-04-03	bg	swine	MF000467	USA	A/swine/North_Carolina/A02214336/2017	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KT825091|A/swine/North_Carolina/A02025845/2015|USA|2015-09-02	bg	swine	KT825091	USA	A/swine/North_Carolina/A02025845/2015	1B.2.1	delta2	n/a	n/a	not-alpha
bg|CY242806|A/swine/Indiana/16TOSU4367/2016|USA|2016-07-01	bg	swine	CY242806	USA	A/swine/Indiana/16TOSU4367/2016	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MK816871|A/swine/Indiana/A01812289/2019|USA|2019-03-22	bg	swine	MK816871	USA	A/swine/Indiana/A01812289/2019	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KY859935|A/swine/North_Carolina/A01932401/2017|USA|2017-03-02	bg	swine	KY859935	USA	A/swine/North_Carolina/A01932401/2017	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KF113333|A/swine/North_Carolina/A01432694/2013|USA|2013-05-	bg	swine	KF113333	USA	A/swine/North_Carolina/A01432694/2013	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MF488955|A/swine/South_Dakota/A01678497/2017|USA|2017-06-27	bg	swine	MF488955	USA	A/swine/South_Dakota/A01678497/2017	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KJ739446|A/swine/North_Carolina/A01410563/2014|USA|2014-04-	bg	swine	KJ739446	USA	A/swine/North_Carolina/A01410563/2014	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KP192038|A/swine/Indiana/A01260699/2014|USA|2014-10-21	bg	swine	KP192038	USA	A/swine/Indiana/A01260699/2014	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KT750791|A/swine/North_Carolina/A02076945/2015|USA|2015-08-07	bg	swine	KT750791	USA	A/swine/North_Carolina/A02076945/2015	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MG982499|A/swine/Ohio/OH-17-25445/2017|USA|2017-11-13	bg	swine	MG982499	USA	A/swine/Ohio/OH-17-25445/2017	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MK477697|A/swine/Illinois/A02429385/2019|USA|2019-01-08	bg	swine	MK477697	USA	A/swine/Illinois/A02429385/2019	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KY465593|A/swine/Pennsylvania/A01671487/2016|USA|2016-12-12	bg	swine	KY465593	USA	A/swine/Pennsylvania/A01671487/2016	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KP691523|A/swine/Kansas/14-032369/2014|USA|2014-12-10	bg	swine	KP691523	USA	A/swine/Kansas/14-032369/2014	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MH277419|A/swine/USA/A01812266/2017|USA|2017-07-10	bg	swine	MH277419	USA	A/swine/USA/A01812266/2017	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MK564259|A/swine/Iowa/A02429948/2019|USA|2019-01-18	bg	swine	MK564259	USA	A/swine/Iowa/A02429948/2019	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MN447242|A/swine/North_Carolina/A02245213/2019|USA|2019-08-15	bg	swine	MN447242	USA	A/swine/North_Carolina/A02245213/2019	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MN086866|A/swine/Iowa/A02478508/2019|USA|2019-05-23	bg	swine	MN086866	USA	A/swine/Iowa/A02478508/2019	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KU861214|A/swine/Pennsylvania/A01731370/2016|USA|2016-02-09	bg	swine	KU861214	USA	A/swine/Pennsylvania/A01731370/2016	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KF791368|A/swine/North_Carolina/A01290598/2013|USA|2013-10-	bg	swine	KF791368	USA	A/swine/North_Carolina/A01290598/2013	1B.2.1	delta2	n/a	n/a	not-alpha
bg|KT165014|A/swine/Indiana/A01260874/2015|USA|2015-04-24	bg	swine	KT165014	USA	A/swine/Indiana/A01260874/2015	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MK452394|A/swine/North_Carolina/A02428124/2018|USA|2018-12-26	bg	swine	MK452394	USA	A/swine/North_Carolina/A02428124/2018	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MK156632|A/swine/Illinois/A02266179/2018|USA|2018-10-09	bg	swine	MK156632	USA	A/swine/Illinois/A02266179/2018	1B.2.1	delta2	n/a	n/a	not-alpha
bg|MN436826|A/swine/North_Carolina/A02478619/2019|USA|2019-08-16	bg	swine	MN436826	USA	A/swine/North_Carolina/A02478619/2019	1B.2.1	delta2	n/a	n/a	not-alpha
map|swine|HM461802|H1N2|delta-like|A/SWINE/MINNESOTA/02011/2008	map	swine	HM461802	USA	A/SWINE/MINNESOTA/02011/2008	1B.2.2	delta-like	n/a	n/a	not-alpha
bg|JX975013|A/swine/Oklahoma/A01203865/2012|USA|2012-09-	bg	swine	JX975013	USA	A/swine/Oklahoma/A01203865/2012	1B.2.2	delta1	n/a	n/a	not-alpha
map|swine|JQ906881|H1N2|delta1a|A/SWINE/MINNESOTA/A01134353/2011	map	swine	JQ906881	USA	A/SWINE/MINNESOTA/A01134353/2011	1B.2.2.1	delta1	n/a	n/a	not-alpha
map|swine|KJ549771|H1N2|delta1a|A/SWINE/NEBRASKA/A01492366/2014	map	swine	KJ549771	USA	A/SWINE/NEBRASKA/A01492366/2014	1B.2.2.1	delta1	n/a	n/a	not-alpha
map|swine|MG825101|H1N2|delta1|A/SWINE/ILLINOIS/A01644323/2018	map	swine	MG825101	USA	A/SWINE/ILLINOIS/A01644323/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MH120412|A/swine/Nebraska/A01785473/2017|USA|2017-11-16	bg	swine	MH120412	USA	A/swine/Nebraska/A01785473/2017	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KY766082|A/swine/Iowa/A01932015/2017|USA|2017-02-16	bg	swine	KY766082	USA	A/swine/Iowa/A01932015/2017	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KU242632|A/swine/Iowa/A01796161/2015|USA|2015-10-29	bg	swine	KU242632	USA	A/swine/Iowa/A01796161/2015	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MK358878|A/swine/Iowa/A02269999/2018|USA|2018-11-14	bg	swine	MK358878	USA	A/swine/Iowa/A02269999/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MK358864|A/swine/Indiana/A02257400/2018|USA|2018-09-12	bg	swine	MK358864	USA	A/swine/Indiana/A02257400/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KU695669|A/swine/Iowa/A01730123/2016|USA|2016-01-21	bg	swine	KU695669	USA	A/swine/Iowa/A01730123/2016	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KT936548|A/swine/Minnesota/A01940684/2014|USA|2014-12-10	bg	swine	KT936548	USA	A/swine/Minnesota/A01940684/2014	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MH445459|A/swine/Kansas/A01785532/2018|USA|2018-05-02	bg	swine	MH445459	USA	A/swine/Kansas/A01785532/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KJ528299|A/swine/Kansas/12-156064/2012|USA|2012-12-	bg	swine	KJ528299	USA	A/swine/Kansas/12-156064/2012	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MH279989|A/swine/Indiana/A02157541/2018|USA|2018-04-04	bg	swine	MH279989	USA	A/swine/Indiana/A02157541/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MG210345|A/swine/Iowa/A02221492/2017|USA|2017-09-12	bg	swine	MG210345	USA	A/swine/Iowa/A02221492/2017	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MK208419|A/swine/Illinois/A02268399/2018|USA|2018-10-24	bg	swine	MK208419	USA	A/swine/Illinois/A02268399/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KU598250|A/swine/Minnesota/A01941579/2015|USA|2015-12-22	bg	swine	KU598250	USA	A/swine/Minnesota/A01941579/2015	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MG279546|A/swine/Iowa/A02221873/2017|USA|2017-09-19	bg	swine	MG279546	USA	A/swine/Iowa/A02221873/2017	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MH938182|A/swine/Iowa/A02256929/2018|USA|2018-08-30	bg	swine	MH938182	USA	A/swine/Iowa/A02256929/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MG662715|A/swine/Minnesota/A01785347/2017|USA|2017-11-08	bg	swine	MG662715	USA	A/swine/Minnesota/A01785347/2017	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KY348364|A/swine/Iowa/A01668527/2016|USA|2016-11-16	bg	swine	KY348364	USA	A/swine/Iowa/A01668527/2016	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MF973405|A/swine/Illinois/TM1702DTW30/2017|USA|2017-02-13	bg	swine	MF973405	USA	A/swine/Illinois/TM1702DTW30/2017	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KY210994|A/swine/Illinois/A01782816/2016|USA|2016-11-01	bg	swine	KY210994	USA	A/swine/Illinois/A01782816/2016	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KC562203|A/swine/Minnesota/A01444719/2013|USA|2013-01-14	bg	swine	KC562203	USA	A/swine/Minnesota/A01444719/2013	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MH261377|A/swine/Ilinois/A01644389/2018|USA|2018-04-06	bg	swine	MH261377	USA	A/swine/Ilinois/A01644389/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MF973232|A/swine/Kansas/A01785288/2017|USA|2017-09-05	bg	swine	MF973232	USA	A/swine/Kansas/A01785288/2017	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MK535799|A/swine/Iowa/17TOSU3515/2017|USA|2017-06-01	bg	swine	MK535799	USA	A/swine/Iowa/17TOSU3515/2017	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KC405491|A/swine/South_Dakota/A01279746/2012|USA|2012-12-07	bg	swine	KC405491	USA	A/swine/South_Dakota/A01279746/2012	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KU513685|A/swine/Oklahoma/A01727653/2015|USA|2015-12-10	bg	swine	KU513685	USA	A/swine/Oklahoma/A01727653/2015	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MH345754|A/swine/Iowa/A02157802/2018|USA|2018-04-12	bg	swine	MH345754	USA	A/swine/Iowa/A02157802/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MG669433|A/swine/Iowa/A02135002/2017|USA|2017-10-26	bg	swine	MG669433	USA	A/swine/Iowa/A02135002/2017	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MK671354|A/swine/Minnesota/A01785993/2019|USA|2019-02-25	bg	swine	MK671354	USA	A/swine/Minnesota/A01785993/2019	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KU198904|A/swine/Nebraska/A01940285/2015|USA|2015-09-02	bg	swine	KU198904	USA	A/swine/Nebraska/A01940285/2015	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|JX092563|A/swine/Iowa/A01203195/2012|USA|2012-01-28	bg	swine	JX092563	USA	A/swine/Iowa/A01203195/2012	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MN184593|A/swine/Iowa/A02478559/2019|USA|2019-06-18	bg	swine	MN184593	USA	A/swine/Iowa/A02478559/2019	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KX150765|A/swine/Nebraska/A01894513/2016|USA|2016-03-30	bg	swine	KX150765	USA	A/swine/Nebraska/A01894513/2016	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MK208415|A/swine/Nebraska/A02268404/2018|USA|2018-10-24	bg	swine	MK208415	USA	A/swine/Nebraska/A02268404/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MH802670|A/swine/Iowa/A02254777/2018|USA|2018-08-03	bg	swine	MH802670	USA	A/swine/Iowa/A02254777/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|JX267174|A/swine/Iowa/A01203566/2012|USA|2012-05-30	bg	swine	JX267174	USA	A/swine/Iowa/A01203566/2012	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MK570087|A/swine/Indiana/A01812287/2019|USA|2019-01-04	bg	swine	MK570087	USA	A/swine/Indiana/A01812287/2019	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MN101213|A/swine/Indiana/A01812293/2019|USA|2019-05-03	bg	swine	MN101213	USA	A/swine/Indiana/A01812293/2019	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MK360819|A/swine/Illinois/A01678603/2018|USA|2018-12-21	bg	swine	MK360819	USA	A/swine/Illinois/A01678603/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MN517792|A/swine/Iowa/A02478618/2019|USA|2019-08-16	bg	swine	MN517792	USA	A/swine/Iowa/A02478618/2019	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KR052698|A/swine/Indiana/A01260831/2015|USA|2015-02-27	bg	swine	KR052698	USA	A/swine/Indiana/A01260831/2015	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MK418470|A/swine/Colorado/A02428130/2018|USA|2018-12-27	bg	swine	MK418470	USA	A/swine/Colorado/A02428130/2018	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|MG241367|A/swine/Iowa/A02221874/2017|USA|2017-09-20	bg	swine	MG241367	USA	A/swine/Iowa/A02221874/2017	1B.2.2.1	delta1	n/a	n/a	not-alpha
bg|KP412346|A/swine/Oklahoma/A01567181/2014|USA|2014-12-17	bg	swine	KP412346	USA	A/swine/Oklahoma/A01567181/2014	1B.2.2.1	delta1	n/a	n/a	not-alpha
map|swine|KC844209|H1N2|delta1|A/SWINE/SOUTH_DAKOTA/A01349341/2013	map	swine	KC844209	USA	A/SWINE/SOUTH_DAKOTA/A01349341/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KP901309|A/swine/Iowa/A01555529/2015|USA|2015-02-05	bg	swine	KP901309	USA	A/swine/Iowa/A01555529/2015	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF649013|A/swine/Illinois/A01290369/2013|USA|2013-08-	bg	swine	KF649013	USA	A/swine/Illinois/A01290369/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KT327360|A/swine/Missouri/A02076915/2015|USA|2015-07-01	bg	swine	KT327360	USA	A/swine/Missouri/A02076915/2015	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF986893|A/swine/Iowa/A01290852/2013|USA|2013-11-	bg	swine	KF986893	USA	A/swine/Iowa/A01290852/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MK249122|A/swine/Iowa/A02268958/2018|USA|2018-10-30	bg	swine	MK249122	USA	A/swine/Iowa/A02268958/2018	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KC134414|A/swine/Iowa/A01203918/2012|USA|2012-10-	bg	swine	KC134414	USA	A/swine/Iowa/A01203918/2012	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF282742|A/swine/North_Carolina/A01432766/2013|USA|2013-06-	bg	swine	KF282742	USA	A/swine/North_Carolina/A01432766/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF986930|A/swine/Iowa/A01290904/2013|USA|2013-11-	bg	swine	KF986930	USA	A/swine/Iowa/A01290904/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MK371697|A/swine/Iowa/A02271352/2018|USA|2018-12-03	bg	swine	MK371697	USA	A/swine/Iowa/A02271352/2018	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MN509169|A/swine/South_Dakota/A01678606/2019|USA|2019-08-30	bg	swine	MN509169	USA	A/swine/South_Dakota/A01678606/2019	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KX631946|A/swine/Indiana/A01812236/2016|USA|2016-06-10	bg	swine	KX631946	USA	A/swine/Indiana/A01812236/2016	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF461093|A/swine/Minnesota/A01397957/2013|USA|2013-07-15	bg	swine	KF461093	USA	A/swine/Minnesota/A01397957/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF697082|A/swine/Nebraska/A01399636/2013|USA|2013-09-09	bg	swine	KF697082	USA	A/swine/Nebraska/A01399636/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KX255766|A/swine/Nebraska/A01895893/2016|USA|2016-04-19	bg	swine	KX255766	USA	A/swine/Nebraska/A01895893/2016	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MG241357|A/swine/Iowa/A02221871/2017|USA|2017-09-19	bg	swine	MG241357	USA	A/swine/Iowa/A02221871/2017	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MH802662|A/swine/South_Dakota/A02254829/2018|USA|2018-08-07	bg	swine	MH802662	USA	A/swine/South_Dakota/A02254829/2018	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MF194826|A/swine/Minnesota/MT_12_07_2132/2012|USA|2012-03-21	bg	swine	MF194826	USA	A/swine/Minnesota/MT_12_07_2132/2012	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KJ995976|A/swine/Nebraska/A01104081/2014|USA|2014-05-12	bg	swine	KJ995976	USA	A/swine/Nebraska/A01104081/2014	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF791365|A/swine/Oklahoma/A01290607/2013|USA|2013-10-	bg	swine	KF791365	USA	A/swine/Oklahoma/A01290607/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KC355847|A/swine/Nebraska/A01442053/2012|USA|2012-12-02	bg	swine	KC355847	USA	A/swine/Nebraska/A01442053/2012	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|JX485423|A/swine/Iowa/15/2012|USA|2012-07-23	bg	swine	JX485423	USA	A/swine/Iowa/15/2012	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KJ813412|A/swine/Iowa/A01410694/2014|USA|2014-04-	bg	swine	KJ813412	USA	A/swine/Iowa/A01410694/2014	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KY007238|A/swine/Kansas/A01781760/2016|USA|2016-09-22	bg	swine	KY007238	USA	A/swine/Kansas/A01781760/2016	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KC790353|A/swine/Minnesota/A01445762/2013|USA|2013-02-21	bg	swine	KC790353	USA	A/swine/Minnesota/A01445762/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MK122729|A/swine/Iowa/A02266113/2018|USA|2018-10-05	bg	swine	MK122729	USA	A/swine/Iowa/A02266113/2018	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KU925686|A/swine/Oklahoma/A01732362/2016|USA|2016-02-23	bg	swine	KU925686	USA	A/swine/Oklahoma/A01732362/2016	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|JX422419|A/swine/Minnesota/A01328944/2012|USA|2012-06-06	bg	swine	JX422419	USA	A/swine/Minnesota/A01328944/2012	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF986978|A/swine/Oklahoma/A01290898/2013|USA|2013-11-20	bg	swine	KF986978	USA	A/swine/Oklahoma/A01290898/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MK380011|A/swine/South_Dakota/A01678604/2018|USA|2018-12-27	bg	swine	MK380011	USA	A/swine/South_Dakota/A01678604/2018	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KJ650523|A/swine/Indiana/A01260477/2014|USA|2014-01-28	bg	swine	KJ650523	USA	A/swine/Indiana/A01260477/2014	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MN450677|A/swine/South_Dakota/A02478614/2019|USA|2019-08-14	bg	swine	MN450677	USA	A/swine/South_Dakota/A02478614/2019	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KY678715|A/swine/South_Dakota/A01678478/2017|USA|2017-02-01	bg	swine	KY678715	USA	A/swine/South_Dakota/A01678478/2017	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KC759335|A/swine/Illinois/A01349041/2013|USA|2013-02-25	bg	swine	KC759335	USA	A/swine/Illinois/A01349041/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KC822380|A/swine/Illinois/A01443560/2013|USA|2013-03-04	bg	swine	KC822380	USA	A/swine/Illinois/A01443560/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MK129534|A/swine/Iowa/A02266214/2018|USA|2018-10-11	bg	swine	MK129534	USA	A/swine/Iowa/A02266214/2018	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KC013559|A/swine/Illinois/A01270275/2012|USA|2012-09-26	bg	swine	KC013559	USA	A/swine/Illinois/A01270275/2012	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KP701514|A/swine/Illinois/A01840299/2015|USA|2015-01-06	bg	swine	KP701514	USA	A/swine/Illinois/A01840299/2015	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MH818371|A/swine/Iowa/A01678579/2018|USA|2018-08-22	bg	swine	MH818371	USA	A/swine/Iowa/A01678579/2018	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MH182127|A/swine/Nebraska/A01785465/2018|USA|2018-03-13	bg	swine	MH182127	USA	A/swine/Nebraska/A01785465/2018	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KJ605012|A/swine/Iowa/A01410349/2014|USA|2014-03-	bg	swine	KJ605012	USA	A/swine/Iowa/A01410349/2014	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KM245290|A/swine/Indiana/A01260544/2014|USA|2014-05-06	bg	swine	KM245290	USA	A/swine/Indiana/A01260544/2014	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MF920406|A/swine/Oklahoma/A02219505/2017|USA|2017-08-14	bg	swine	MF920406	USA	A/swine/Oklahoma/A02219505/2017	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MG041606|A/swine/South_Dakota/A01678506/2017|USA|2017-09-21	bg	swine	MG041606	USA	A/swine/South_Dakota/A01678506/2017	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KJ154068|A/swine/North_Carolina/A01290948/2013|USA|2013-12-	bg	swine	KJ154068	USA	A/swine/North_Carolina/A01290948/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KM503186|A/swine/Kansas/A01377349/2014|USA|2014-08-27	bg	swine	KM503186	USA	A/swine/Kansas/A01377349/2014	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MG991743|A/swine/SouthDakota/A01678540/2018|USA|2018-02-14	bg	swine	MG991743	USA	A/swine/SouthDakota/A01678540/2018	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|JX869573|A/swine/South_Dakota/20/2012|USA|2012-09-14	bg	swine	JX869573	USA	A/swine/South_Dakota/20/2012	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KC261856|A/swine/Iowa/A01432105/2012|USA|2012-11-	bg	swine	KC261856	USA	A/swine/Iowa/A01432105/2012	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KT952015|A/swine/Minnesota/A01940686/2015|USA|2015-10-11	bg	swine	KT952015	USA	A/swine/Minnesota/A01940686/2015	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KX255805|A/swine/Iowa/A01895385/2016|USA|2016-04-12	bg	swine	KX255805	USA	A/swine/Iowa/A01895385/2016	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF697079|A/swine/Illinois/A01399305/2013|USA|2013-09-03	bg	swine	KF697079	USA	A/swine/Illinois/A01399305/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KY120226|A/swine/Iowa/A01782574/2016|USA|2016-10-17	bg	swine	KY120226	USA	A/swine/Iowa/A01782574/2016	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MH392712|A/swine/Nebraska/A01678559/2018|USA|2018-05-09	bg	swine	MH392712	USA	A/swine/Nebraska/A01678559/2018	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF791371|A/swine/Nebraska/A01290601/2013|USA|2013-10-	bg	swine	KF791371	USA	A/swine/Nebraska/A01290601/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MN450673|A/swine/Iowa/A02478627/2019|USA|2019-08-27	bg	swine	MN450673	USA	A/swine/Iowa/A02478627/2019	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KT595712|A/swine/Iowa/A02025416/2015|USA|2015-07-27	bg	swine	KT595712	USA	A/swine/Iowa/A02025416/2015	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF986939|A/swine/Illinois/A01290850/2013|USA|2013-11-	bg	swine	KF986939	USA	A/swine/Illinois/A01290850/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KC992284|A/swine/Iowa/A01432669/2013|USA|2013-04-	bg	swine	KC992284	USA	A/swine/Iowa/A01432669/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KU598296|A/swine/Nebraska/A01729210/2016|USA|2016-01-07	bg	swine	KU598296	USA	A/swine/Nebraska/A01729210/2016	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KC405497|A/swine/Minnesota/A01279807/2012|USA|2012-12-10	bg	swine	KC405497	USA	A/swine/Minnesota/A01279807/2012	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|MF375249|A/swine/Illinois/A02216460/2017|USA|2017-05-24	bg	swine	MF375249	USA	A/swine/Illinois/A02216460/2017	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF918419|A/swine/Minnesota/A01365853/2013|USA|2013-11-12	bg	swine	KF918419	USA	A/swine/Minnesota/A01365853/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KF680052|A/swine/Indiana/A01260356/2013|USA|2013-08-08	bg	swine	KF680052	USA	A/swine/Indiana/A01260356/2013	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|JX656955|A/swine/Illinois/A01300597/2012|USA|2012-07-13	bg	swine	JX656955	USA	A/swine/Illinois/A01300597/2012	1B.2.2.2	delta1	n/a	n/a	not-alpha
bg|KM044316|A/swine/Indiana/A01410926/2014|USA|2014-06-	bg	swine	KM044316	USA	A/swine/Indiana/A01410926/2014	1B.2.2.2	delta1	n/a	n/a	not-alpha
